index,tag,folder,category,result,reason
1405,blood_on_clothes,sensitive,blood,确认,核心敏感元素是角色衣服上沾有血迹
1406,light_rays,light_effect,lighting,确认,Wiki 定义为从天空或光源发出且穿过缝隙的可见光束
1407,split_mouth,face,mouth,确认,Wiki 描述嘴部线条不完全连接形成的特定嘴型画法
1408,street_fighter,copyright,letter_s,确认,Wiki 定义为卡普空推出的街头霸王格斗游戏系列
1409,hands_in_pockets,pose,arm_pose,确认,核心手臂姿势是双手分别插入不同口袋
1410,yellow_halo,light_effect,halo_effect,确认,核心视觉元素是黄色光环
1411,body_fur,animal_traits,fur_feature,确认,Wiki 定义为角色身体上不属于衣物的毛皮
1412,black_sweater,clothes_main,sweater_hoodie,确认,核心服装是黑色毛衣
1413,railing,building_parts,stairs_railing,确认,核心建筑构件是带扶手并用于安全隔挡的栏杆
1414,shoulder_cutout,clothing_detail,cutout_slit,确认,核心服装剪裁是露出肩膀的开口设计
1415,nun,people,occupation,确认,Wiki 定义为立誓献身宗教生活的女性修女身份
1416,shiny_clothes,clothing_appearance,clothing_material,确认,核心服装表面特征是具有明显可见光泽
1417,chopsticks,food_drink,tableware,确认,核心餐具是由两根棍组成并以手指操作的筷子
1418,v_arms,pose,arm_pose,确认,Wiki 描述双臂和双手在胸前合并形成 V 形的端庄姿势
1419,brown_thighhighs,legwear_footwear,stockings,确认,核心袜装是棕色过膝袜或大腿袜
1420,green_ribbon,accessories,bows_ribbons,确认,核心饰物是绿色缎带
1421,nurse_cap,head_accessories,hats_caps,确认,核心对象是女性护士佩戴且有时带十字装饰的护士帽
1422,spaghetti_strap,clothing_detail,strap_detail,确认,核心服装细节是吊带上衣常见的极细肩带
1423,criss-cross_halter,clothing_detail,strap_detail,修正,Wiki 定义为在胸前交叉成 X 后绕颈的挂脖肩带结构
1424,sitting_on_person,action,interaction,修正,Wiki 描述一名角色坐在另一人身上的人物互动
1425,jacket_on_shoulders,clothing_appearance,wearing_state,修正,Wiki 描述夹克仅披在肩上而双臂未穿入袖子的穿戴状态
1426,smoking,action,daily_action,确认,Wiki 定义为点燃烟草等物质并吸入或品尝烟雾的行为
1427,animal_hood,head_accessories,headwrap_veil,确认,核心头戴物是带假动物耳并模仿动物外观的兜帽
1428,new_year,time_weather,holiday,确认,Wiki 描述与公历新年第一天相关的节庆图像
1429,alternate_color,themes,persona_variant,修正,Wiki 描述同一角色原始服装和外观的不同配色版本
1430,pinafore_dress,clothes_main,dress,确认,Wiki 定义为无袖无领并套在衬衫外的围裙式连衣裙
1431,black_one-piece_swimsuit,underwear_swim,onepiece_swim,确认,核心服装是黑色连体泳衣
1432,front-tie_bikini_top,underwear_swim,bikini,确认,核心服装是前方系带的比基尼上衣
1433,minigirl,body,build,确认,Wiki 描述相对环境异常微小的女孩体型
1434,sailor_shirt,clothes_main,shirt_top,确认,核心服装是带水手领的衬衫
1435,blue_panties,underwear_swim,panties_underwear,确认,核心服装是蓝色内裤
1436,;),expression,positive,确认,Wiki 描述闭嘴微笑并闭上一只眼的眨眼笑容
1437,bandana,head_accessories,headwrap_veil,修正,Wiki 定义为戴在头面或颈部用于保护装饰的布质头巾
1438,yukata,traditional_clothes,traditional_japan,确认,Wiki 定义为节庆和夏季场合穿着的轻便日本浴衣
1439,brown_pants,clothes_main,bottoms,确认,核心服装是棕色裤子
1440,link!_like!_love_live!,copyright,letter_l,确认,Wiki 定义为 Love Live 系列的手机应用和虚拟主播项目
1441,red_vest,clothes_main,vest_top,确认,核心服装是红色背心
1442,military_hat,head_accessories,hats_caps,确认,Wiki 定义为军服组成部分的各类军用帽子且不包括头盔
1443,contemporary,style,era_style,确认,Wiki 描述非现代背景角色穿现代服装或身处现代环境的时代风格
1444,outstretched_hand,pose,arm_pose,确认,核心姿势是张开手掌并向前伸展手臂
1445,fighting_stance,pose,body_pose,确认,Wiki 定义为威慑对手并准备攻击的战斗身体姿势
1446,sportswear,uniform_costume,sports_uniform,确认,核心服装是进行体育运动时穿着的运动服
1447,tabard,outerwear_suits,cape_cloak,确认,Wiki 定义为无袖或短袖且常带纹章的外罩衣
1448,white_scarf,accessories,neckwear,确认,核心饰物是白色围巾
1449,branch,nature,foliage_vine,确认,核心自然物是从树或灌木长出的木质树枝
1450,smug,expression,positive,确认,Wiki 描述带轻微微笑或得意笑容的自我满足表情
1451,hugging_object,action,holding,确认,核心动作是用手臂抱住书玩偶枕头等无生命物体
1452,straw_hat,head_accessories,hats_caps,确认,核心对象是完全由干草制成的草帽
1453,chocolate,food_drink,dessert_snack,确认,核心食物是由可可种子制成的香甜巧克力
1454,jumping,action,movement,确认,Wiki 定义为以腿部发力把身体从表面推向空中的跳跃动作
1455,white_fur,animal_traits,fur_feature,确认,核心动物特征是白色身体毛皮
1456,realistic,style,art_style,确认,Wiki 定义为注重真实解剖比例与光影的写实艺术风格
1457,reisen_udongein_inaba,character,letter_r,确认,Wiki 定义为东方Project角色铃仙优昙华院因幡
1458,ofuda,symbols,religious_symbol,修正,Wiki 定义为神道神社颁发并提供神灵庇护的宗教护符而非武器
1459,arm_under_breasts,pose,arm_pose,确认,核心手臂姿势是上臂位于一侧或多侧乳房下方
1460,pokemon_sv,copyright,letter_p,确认,Wiki 定义为第九世代宝可梦朱紫游戏作品
1461,idolmaster_million_live!,copyright,letter_i,确认,Wiki 定义为偶像大师百万现场移动端系列作品
1462,mountain,outdoor_scene,mountain_desert,确认,核心自然场景是地表急剧升高形成的山体
1463,blue_shoes,legwear_footwear,casual_shoes,确认,核心鞋类是蓝色普通鞋子
1464,panties_aside,action,clothing_action,确认,Wiki 描述把内裤拨到一旁以暴露生殖器的衣物动作
1465,hair_tie,head_accessories,hairtie_ring,确认,核心发饰是用于扎马尾等发型的小型弹性发圈
1466,fire_emblem:_three_houses,copyright,letter_f,确认,Wiki 定义为火焰之纹章风花雪月游戏作品
1467,arm_warmers,accessories,handwear,确认,核心服饰是覆盖手臂且通常越过手腕的护臂
1468,covering_own_mouth,pose,arm_pose,确认,核心手臂姿势是用手捂住自己的嘴
1469,fujiwara_no_mokou,character,letter_f,确认,Wiki 定义为东方Project角色藤原妹红
1470,on_couch,pose,object_pose,修正,Wiki 描述角色坐斜躺或躺在沙发上的依物姿势而非沙发本体
1471,single_bare_shoulder,clothing_detail,other_structure,确认,Wiki 描述服装仅覆盖一侧肩膀的非对称结构
1472,fence,building_parts,fence_gate,确认,核心建筑构件是用于阻止进入或标记边界的围栏
1473,pleated_dress,clothes_main,dress,确认,核心服装是带垂直布料褶皱的连衣裙
1474,red_halo,light_effect,halo_effect,确认,核心视觉元素是红色光环
1475,two-sided_fabric,clothing_appearance,clothing_material,确认,Wiki 定义为正反面颜色或图案不同的双面面料
1476,two-tone_dress,clothes_main,dress,确认,核心服装是恰好由两种颜色构成的连衣裙
1477,print_kimono,traditional_clothes,traditional_japan,确认,核心传统服装是带花朵心形或动物印花的日本和服
1478,akemi_homura,character,letter_a,确认,Wiki 定义为魔法少女小圆角色晓美焰
1479,palm_tree,nature,tree,确认,核心植物是高直树干顶部生有大型叶片的棕榈树
1480,symbol_in_eye,face,eye_shape,确认,Wiki 描述眼睛内包含花朵或几何形状等符号的眼部形态
1481,bocchi_the_rock!,copyright,letter_b,确认,Wiki 定义为孤独摇滚作品
1482,bow_(weapon),weapons,bow,确认,核心武器是拉弦发射箭矢的弓
1483,white_one-piece_swimsuit,underwear_swim,onepiece_swim,确认,核心服装是白色连体泳衣
1484,komeiji_satori,character,letter_k,确认,Wiki 定义为东方Project角色古明地觉
1485,white_capelet,outerwear_suits,cape_cloak,修正,Wiki 定义为白色短披肩且应与已校验的 capelet 同归披风斗篷
1486,blue_leotard,underwear_swim,bodysuit_leotard,确认,核心服装是蓝色紧身连体衣
1487,skirt_hold,action,clothing_action,确认,Wiki 描述为避免拖地而提起裙子或连衣裙的衣物动作
1488,holding_polearm,action,holding,确认,核心动作是手持长柄武器
1489,overalls,outerwear_suits,jumpsuit,确认,Wiki 定义为由围兜背带和裤子组成的背带裤
1490,goatee,face,facial_hair,确认,核心面部毛发是修剪成下巴一簇或尖点的山羊胡
1491,mario_(series),copyright,letter_m,确认,Wiki 定义为任天堂的马力欧电子游戏系列
1492,huge_ass,body,waist_hips,确认,核心体型特征是臀部比例显著大于身体其他部分
1493,full-face_blush,expression,shy_blush,确认,Wiki 描述因尴尬从额头到嘴部整张脸泛红
1494,kaname_madoka,character,letter_k,确认,Wiki 定义为魔法少女小圆主角鹿目圆
1495,android,mech_scifi,robot_android,确认,Wiki 定义为外观接近人类且有完整人脸的机器人
1496,vibrator,adult_kink,adult_toys,确认,核心对象是蛋形或子弹形振动性玩具
1497,bespectacled,head_accessories,eyewear,确认,Wiki 描述通常不戴眼镜的角色此时佩戴眼镜
1498,floral_background,background,background_pattern,确认,核心背景样式是由图案或真实花朵构成的花卉背景
1499,spear,weapons,polearm,确认,核心武器是长柄末端带尖点或刀片并用于刺击的矛
1500,half_up_braid,hair,hair_style,确认,Wiki 定义为如半盘发般环绕后脑的半扎发辫
1501,camera,digital_media,camera_video,确认,核心设备是拍摄静态照片的照相机
1502,apple,food_drink,fruit_vegetable,确认,核心食物是果肉甜脆且有红黄绿外皮的苹果
1503,potted_plant,nature,potted_shrub,确认,Wiki 定义为种植在室内花盆或容器土壤中的盆栽植物
1504,grabbing_from_behind,action,interaction,确认,核心互动是一名角色从背后抓住另一角色
1505,no_nose,face,nose,确认,核心面部特征是没有明显鼻部突起
1506,snake,creatures,reptile,确认,Wiki 定义为细长无腿的食肉爬行动物蛇
1507,size_difference,relationships,comparison,确认,核心关系是两个或多个角色之间明显的体型差异
1508,hime_cut,hair,hair_style,确认,核心发型是长直发配齐刘海和齐切侧发的姬发式
1509,absurdly_long_hair,hair,hair_length,确认,Wiki 定义为长度超过角色身高的异常长发
1510,dildo,adult_kink,adult_toys,确认,核心对象是用于性刺激的人造阴茎复制品
1511,tail_ornament,accessories,badges_ornaments,确认,Wiki 定义为附着在尾巴上的装饰物或饰品
1512,door,building_parts,door_window,确认,核心建筑构件是入口处可铰接滑动或旋转的门
1513,selfie,composition,viewpoint,确认,Wiki 定义为用相机或手机拍摄自己的自拍视角
1514,cross-laced_clothes,clothing_detail,fastener,确认,核心服装细节是交叉绑带绳子或丝带构成的系带结构
1515,creature,creatures,other_creature,确认,Wiki 定义为非怪物且通常小巧可爱的虚构动物生物
1516,dragon_ball,copyright,letter_d,确认,Wiki 定义为鸟山明创作的七龙珠漫画及多媒体系列
1517,gag,sensitive,restraint,修正,Wiki 只定义为置于口中或覆盖嘴巴以限制言语的拘束物并未限定成人行为
1518,holding_bottle,action,holding,确认,核心动作是手持一个瓶子
1519,nose,face,nose,确认,Wiki 描述比典型动漫画法更突出的鼻部特征
1520,hair_over_eyes,hair,bangs,确认,核心发型特征是长刘海垂下遮住双眼
1521,hair_bell,head_accessories,themed_hair_ornament,确认,核心发饰是作为头发配饰佩戴的铃铛
1522,wedding_dress,clothes_main,dress,确认,核心服装是通常全白并带褶边与面纱的婚礼连衣裙
1523,star-shaped_pupils,face,eye_shape,确认,核心眼部形态是瞳孔呈星形
1524,pokemon_focus,composition,subject_focus,确认,Wiki 描述画面将一个或多个宝可梦作为主要焦点
1525,grey_dress,clothes_main,dress,确认,核心服装是灰色连衣裙
1526,antlers,animal_traits,horns,确认,Wiki 定义为从鹿科动物额骨长出的分支实心鹿角
1527,gagged,sensitive,restraint,修正,Wiki 描述嘴被束缚以阻止言语或口部运动且未限定成人场景
1528,underwater,outdoor_scene,water_scene,确认,核心环境是从水下拍摄或完全发生在水下的场景
1529,adjusting_eyewear,action,clothing_action,确认,核心动作是调整眼镜在脸上的位置以便看清
1530,grabbing_another's_ass,adult,adult_suggestive,确认,Wiki 描述抓住另一个人的臀部的成人互动
1531,licking_lips,face,oral_detail,修正,Wiki 定义为舔舐自己嘴唇并表达渴望的舌部动作而非人物互动
1532,xenoblade_chronicles_(series),copyright,letter_x,确认,Wiki 定义为 Monolith Soft 开发的异度神剑游戏系列
1533,black_kimono,traditional_clothes,traditional_japan,确认,核心传统服装是黑色日本和服
1534,kneepits,body,legs_knees,确认,核心身体部位是膝盖后方的膝后窝
1535,hand_on_another's_face,action,interaction,确认,核心互动是一名角色将手放在另一角色脸上
1536,breast_pocket,clothing_detail,pocket_detail,确认,核心服装细节是衬衫或上衣胸部位置的口袋
1537,abyssal_ship,creatures,fantasy_creature,修正,Wiki 定义为舰队Collection中的人形怪物敌舰而非普通水上载具
1538,covered_mouth,face,mouth,确认,Wiki 描述嘴被衣物物品或身体部位遮挡的口部状态
1539,angel,people,fantasy_person,修正,Wiki 定义为带白翼和光环的人形灵体并属于幻想人物种族
1540,blindfold,head_accessories,face_mask,确认,核心头戴物是覆盖双眼并阻挡视线的布条或眼罩
1541,butt_crack,body,waist_hips,确认,核心身体部位是臀部上方可见的臀沟
1542,midriff_peek,body,torso_back,确认,Wiki 描述衣物之间露出少量腹部皮肤的躯干部位
1543,k-on!,copyright,letter_k,确认,Wiki 定义为 Kakifly 创作的轻音少女作品系列
1544,other_focus,composition,subject_focus,确认,Wiki 描述以无性别或性别模糊的人形角色作为主要焦点
1545,vision_(genshin_impact),accessories,other_accessory,确认,Wiki 定义为原神中带元素颜色与符号的神之眼宝石配饰
